idrss_entries,title,public_date,category,provider,number_of_articles
"10872","Starr gets OK for class action vs U.S. over AIG","Mon Mar 11 23:29:07 EDT 2013","Business","MarketWatch","-1"
"10882","Filing: HP Says Autonomy Being Investigated By UK Serious Fraud Office","Mon Mar 11 23:38:41 EDT 2013","Business","RTT News","15"
"10904","Gold Gains for Third Day as Europe Concern Boosts Haven Appeal","Mon Mar 11 16:15:50 EDT 2013","Business","Bloomberg","46"
"10905","Starr gets OK for class-action suit over AIG: WSJ","Mon Mar 11 23:29:14 EDT 2013","Business","MarketWatch","6"
"10906","Swap Frankenfood Hysterics for Accuracy in Food Labeling","Mon Mar 11 18:53:04 EDT 2013","Business","Bloomberg","100"
"10919","Yen extends losses on fresh BOJ easing expectations","Tue Mar 12 00:06:06 EDT 2013","Business","Reuters","62"
"10926","HP Says U.K. Serious Fraud Office Is Investigating Autonomy","Mon Mar 11 18:31:23 EDT 2013","Business","Bloomberg","17"
"10934","PRECIOUS-Gold sticks in range as growth hopes weigh, Asia buying supports","Mon Mar 11 23:56:54 EDT 2013","Business","Reuters","46"
"10941","HP's Autonomy Acquisition Under Investigation in the UK","Tue Mar 12 00:20:54 EDT 2013","Business","CIO","18"
"10942","Carlos Slim's America Movil Faces Breakup Pressure in New Bill","Tue Mar 12 00:18:00 EDT 2013","Business","Bloomberg","44"
"10943","White on Hill, China Commodity Trades, CLOs: Compliance","Tue Mar 12 00:17:49 EDT 2013","Business","Bloomberg","18"
"10951","Yen Slides as BOJ Signals Easing; Asian Shares Reverse Gains","Tue Mar 12 00:09:56 EDT 2013","Business","Bloomberg","78"
"10952","Employment up in Feb.; unemployment rate at 7.7%","Fri Mar 08 14:30:33 EST 2013","Business","Tire Business","383"
"10959","MARKET COMMENT: S&P\ASX 200 May Rise On Financials, Materials Strength","Mon Mar 11 19:27:28 EDT 2013","Business","Wall Street Journal","299"
"10965","GAO still dubious about long-term affordability of F-35","Tue Mar 12 00:32:14 EDT 2013","Business","Fort Worth Star Telegram","-1"
"10974","Asian Shares Fall; Yen Continues to Weaken","Tue Mar 12 00:50:07 EDT 2013","Business","Wall Street Journal","43"
"10990","Carl's peek at Dell books boosts shares","Tue Mar 12 00:47:20 EDT 2013","Business","New York Post","100"
"10991","HP's Autonomy acquisition probed by UK","Tue Mar 12 00:46:41 EDT 2013","Business","CNET","19"
"11016","Singapore Firm Pays $367M for Tower","Mon Mar 11 11:29:09 EDT 2013","Business","GlobeSt.com","-1"
"11017","HP's Autonomy acquisition probed by UK regulators","Tue Mar 12 00:46:41 EDT 2013","Business","CNET","19"
"11019","GMO labeling a smart move for Whole Foods","Tue Mar 12 01:10:43 EDT 2013","Business","Daily Trojan Online","104"
"11020","Dip in US Unemployment Shows Recovery “Gaining Traction”","Tue Mar 12 01:11:37 EDT 2013","Business","Thephilanews","369"
"11033","SEC nominee White to tackle questions on her work for NFL, banks","Tue Mar 12 01:15:37 EDT 2013","Business","Fox Business","20"
"11034","Slim's America Movil says welcomes telecoms reform bill","Tue Mar 12 01:12:05 EDT 2013","Business","Fox Business","44"
"11045","Yahoo's Mayer gets internal flak for more rigorous hiring","Tue Mar 12 01:16:22 EDT 2013","Business","Reuters","81"
"11048","Asia Reverses Gains; Shares Off Highs","Tue Mar 12 01:35:25 EDT 2013","Business","CNBC.com","43"
"11061","Yen Extends Losses on Fresh BOJ Easing Expectations","Tue Mar 12 01:35:32 EDT 2013","Business","CNBC.com","83"
"11062","Government sells big hunk of GM stock","Tue Mar 12 01:44:30 EDT 2013","Business","USA TODAY","9"
"11080","Oil price falls below $92 a barrel amid weak industrial production from China ...","Tue Mar 12 01:54:25 EDT 2013","Business","Fox News","146"
"11083","The jobs picture","Fri Mar 08 13:15:46 EST 2013","Business","Washington Post (blog)","-1"
"11089","Asian shares pause from rise after record Dow, yen slips","Mon Mar 11 23:18:03 EDT 2013","Business","Reuters","44"
"11092","Carl Icahn to get access to Dell's financial records","Tue Mar 12 01:41:39 EDT 2013","Business","Business Today","93"
"11100","Dollar Hits 3.5-Year High Vs Yen Amid Speculation for Early BOJ Moves","Tue Mar 12 02:17:30 EDT 2013","Business","Wall Street Journal","86"
"11101","Autonomy under SFO investigation","Tue Mar 12 02:20:29 EDT 2013","Business","Telegraph.co.uk","20"
"11106","Business highlights for Tuesday, March 12","Tue Mar 12 02:09:02 EDT 2013","Business","The Desert Sun","93"
"11110","Yen extends losses anew on fresh BOJ easing expectations","Tue Mar 12 02:42:31 EDT 2013","Business","Reuters","97"
"11117","PRECIOUS-Gold inches up on Asia buying; growth hopes cap gains","Tue Mar 12 02:49:31 EDT 2013","Business","Reuters","44"
"11133","Senate panel to question Obama's SEC nominee","Tue Mar 12 03:02:00 EDT 2013","Business","The Associated Press","21"
"11149","Public sector to hire more after 'over firing'","Tue Mar 12 02:55:15 EDT 2013","Business","Telegraph.co.uk","31"
"11152","US stock futures trade with losses","Tue Mar 12 03:11:11 EDT 2013","Business","USA TODAY","290"
"11153","Dollar Hits High Against Yen","Tue Mar 12 03:17:20 EDT 2013","Business","Wall Street Journal","104"
"11170","Thousands of Dead Pigs Found in River Flowing Into Shanghai","Mon Mar 11 23:12:17 EDT 2013","Business","New York Times","168"
"11171","Facebook COO Sheryl Sandberg lists the perils of being the woman boss","Tue Mar 12 02:33:15 EDT 2013","Business","Firstpost","133"
"11178","US stock futures trade in narrow range","Tue Mar 12 03:11:11 EDT 2013","Business","USA TODAY","290"
"11179","Asian Stocks Retreat From 19-Month High; Oil, Palladium Decline","Tue Mar 12 03:39:51 EDT 2013","Business","Bloomberg","99"
"11192","JGBs mostly higher on expectations of BOJ easing measures","Tue Mar 12 03:42:35 EDT 2013","Business","Reuters","101"
"11195","Tokyo Shares End Down As Fast Retailing, Auto Makers Fall","Tue Mar 12 03:48:33 EDT 2013","Business","Wall Street Journal","52"
"11204","Hiring intentions remain optimistic for the upcoming quarter: Manpower ...","Tue Mar 12 03:59:09 EDT 2013","Business","Economic Times","37"
"11205","Dell, Icahn enter into confidentiality agreement","Tue Mar 12 03:55:00 EDT 2013","Business","MarketWatch","96"
"11213","Mary Jo White, Obama's pick to lead SEC, faces Senate panel; confirmation ...","Tue Mar 12 03:08:49 EDT 2013","Business","Washington Post","20"
"11221","US Treasury sells $489.9 million in GM stock in February","Tue Mar 12 01:16:36 EDT 2013","Business","Detroit Free Press","9"
"11229","Working women, know your value","Tue Mar 12 04:05:17 EDT 2013","Business","CNN International","134"
"11239","Whither Japan Stocks: Is the Bullish Case Still Intact?","Tue Mar 12 04:27:09 EDT 2013","Business","Forbes","52"
"11240","Lloyds to Reap $596 Million From St. James's Place Stake Sale","Tue Mar 12 03:50:14 EDT 2013","Business","Bloomberg","37"
"11243","China shares head for 4th daily loss, Hong Kong surrenders early gains","Tue Mar 12 01:07:00 EDT 2013","Business","Reuters","72"
"11244","Japan main opposition to back BOJ nominees Kuroda, Nakaso","Tue Mar 12 04:32:42 EDT 2013","Business","Reuters","110"
"11250","China stocks reverse to lead Asia lower","Tue Mar 12 04:30:31 EDT 2013","Business","MarketWatch","72"
"11262","Sheryl Sandberg Inspires New Stanford Curriculum","Tue Mar 12 04:21:47 EDT 2013","Business","Patch.com","136"
"11263","Euro Weakens Before Factory Data; Asian Shares, Palladium Fall","Tue Mar 12 04:46:27 EDT 2013","Business","Businessweek","110"
"11266","BlackBerry Z10 to launch on March 22 with AT&T","Tue Mar 12 04:42:57 EDT 2013","Business","MarketWatch","294"
"11273","Yen, sterling slip, shares tread water","Tue Mar 12 05:05:44 EDT 2013","Business","Reuters","52"
"11274","Iwata Faces Headwinds for BOJ Position as DPJ Rejects Nomination","Tue Mar 12 04:51:37 EDT 2013","Business","Bloomberg","112"
"11289","Stock index futures signal lower Wall Street open","Tue Mar 12 05:07:21 EDT 2013","Business","Reuters","280"
"11304","Germany's Bonds Little Changed as Consumer-Price Inflation Slows","Tue Mar 12 03:39:47 EDT 2013","Business","Bloomberg","35"
"11305","Fragile yen hits three-and-half year low vs dollar","Tue Mar 12 05:32:54 EDT 2013","Business","Reuters","106"
"11321","Dead Pigs Worry Shanghai","Tue Mar 12 02:10:49 EDT 2013","Business","Wall Street Journal","170"
"11322","HP claims Autonomy is under investigation by Serious Fraud Office","Tue Mar 12 05:40:05 EDT 2013","Business","The Guardian","24"
"11332","Mexican Leaders Propose a Telecom Overhaul","Mon Mar 11 20:07:37 EDT 2013","Business","New York Times","44"
"11334","GE's Immelt Gets $12.1 Million Payout for Industrial Growth","Mon Mar 11 16:59:57 EDT 2013","Business","Businessweek","18"
"11340","Iran plans to export 21 mln cubic meters gas per day to Pakistan","Tue Mar 12 05:49:26 EDT 2013","Business","The Nation","234"
"11344","Italians say no to referendum on euro membership: poll","Sun Mar 10 12:41:32 EDT 2013","Business","Reuters","-1"
"11350","Even Berlusconi Can't Slow Bulls Boosting Euro View: Currencies","Tue Mar 12 05:26:10 EDT 2013","Business","Bloomberg","30"
"11355","Could Europe's Crisis Be Over By End 2013?","Tue Mar 12 05:51:15 EDT 2013","Business","CNBC.com","36"
"11356","Tax Prep Basics for Small Business Owners","Tue Mar 12 06:03:24 EDT 2013","Business","Businessweek","40"
"11360","Iwata's Confirmation to BOJ Board in Jeopardy as DPJ Opposes","Tue Mar 12 06:14:26 EDT 2013","Business","Bloomberg","117"
"11368","Antofagasta leads otherwise flat FTSE 100","Tue Mar 12 06:05:21 EDT 2013","Business","MarketWatch","18"
"11380","Eurozone crisis live: UK manufacturing slump raises risk of triple-dip","Tue Mar 12 06:24:00 EDT 2013","Business","The Guardian","19"
"11382","Pokerstars' Bid to Buy Casino Could Signal Gambling Gold Rush","Tue Mar 12 06:10:55 EDT 2013","Business","ABC News","37"
"11397","Stock futures off, weigh confidence vs. exuberance","Tue Mar 12 05:59:38 EDT 2013","Business","MarketWatch","287"
"11398","Bundesbank Almost Doubles Risk Provisions on ECB Measures","Tue Mar 12 06:15:43 EDT 2013","Business","Bloomberg","11"
"11403","DPJ Signals Kuroda Faces Need for a Second BOJ Nomination Round","Tue Mar 12 06:12:55 EDT 2013","Business","Bloomberg","117"
"11404","Spain raises another $7.5 billion at lower cost","Tue Mar 12 06:32:00 EDT 2013","Business","The Associated Press","54"
"11410","Dollar Index Near 7-Month High Before Retail Sales Data","Tue Mar 12 06:37:37 EDT 2013","Business","Businessweek","29"
"11411","Spain Sells More Than Planned Treasury Bills as Funding Costs Fall","Tue Mar 12 06:30:06 EDT 2013","Business","Wall Street Journal","7"
"11412","SFO opens probe into Autonomy sale","Tue Mar 12 06:10:13 EDT 2013","Business","Financial Times","31"
"11414","ECB's Weidmann: Euro-Zone Price Risks on the Decline","Tue Mar 12 06:30:06 EDT 2013","Business","Wall Street Journal","8"
"11424","Rates fall at weekly US Treasury auction","Mon Mar 11 17:38:29 EDT 2013","Business","Businessweek","-1"
"11426","Spain Beats Maximum Target at Bill Auction as Yields Decline","Tue Mar 12 06:28:33 EDT 2013","Business","Bloomberg","7"
"11427","Why Everyone--Not Just Women--Needs To Lean In","Tue Mar 12 06:11:28 EDT 2013","Business","Fast Company","140"
"11428","Yahoo's Mayer Gets Internal Flak for More Rigorous Hiring","Tue Mar 12 06:52:48 EDT 2013","Business","CNBC.com","80"
"11447","Illinois Settles SEC Charges Over Pensions","Tue Mar 12 06:49:49 EDT 2013","Business","CNBC.com","44"
"11453","Stock Futures Dip After Recent Big Run-Up","Tue Mar 12 07:08:44 EDT 2013","Business","TheStreet.com","287"
"11454","UPDATE 1-Euro zone crisis not over, says ECB's Weidmann","Tue Mar 12 07:06:54 EDT 2013","Business","Reuters","15"
"11466","UPDATE 1-Italy 1-yr debt costs highest since Dec after downgrade","Tue Mar 12 07:11:39 EDT 2013","Business","Reuters","90"
"11467","Stock futures dip after seven-day run","Tue Mar 12 07:22:27 EDT 2013","Business","Reuters","289"
"11476","Italy 1-yr debt yields climb to highest since Dec. after downgrade","Tue Mar 12 06:16:37 EDT 2013","Business","Reuters","90"
"11477","SFO opens probe into HP's Autonomy deal","Tue Mar 12 07:23:45 EDT 2013","Business","Financial Times","35"
"11482","Italy's 12-Month Funding Costs Hit 3-Month High at Auction","Tue Mar 12 07:17:56 EDT 2013","Business","Wall Street Journal","90"
"11484","UK industrial output unexpectedly falls in January","Tue Mar 12 07:20:00 EDT 2013","Business","The Associated Press","32"
"11485","Yen Strengthens as Lawmaker Says Party Will Oppose Iwata","Tue Mar 12 07:28:04 EDT 2013","Business","Businessweek","29"
"11486","Euro zone crisis not over, says ECB's Weidmann","Tue Mar 12 07:08:18 EDT 2013","Business","Reuters","15"
"11491","E-Books Join U.K. Inflation Gauge as Champagne Is Removed","Tue Mar 12 07:06:42 EDT 2013","Business","Bloomberg","31"
"11492","Frankfurt Airport, Europe's 3rd busiest, shut down amid heavy snowfall","Tue Mar 12 07:25:31 EDT 2013","Business","Washington Post","15"
"11493","GLOBAL MARKETS-European shares, sterling slip on UK output weakness","Tue Mar 12 07:36:59 EDT 2013","Business","Reuters","32"
"11501","European shares, sterling slip on UK output weakness","Tue Mar 12 07:39:26 EDT 2013","Business","Reuters","32"
"11504","Frankfurt Airport, Europe's 3rd busiest, shut down by heavy snow","Tue Mar 12 07:22:01 EDT 2013","Business","Washington Post","15"
"11512","Serious Fraud Office to investigate Autonomy, says HP","Tue Mar 12 04:36:34 EDT 2013","Business","BBC News","40"
"11513","German central bank: Crisis not over yet","Tue Mar 12 07:10:00 EDT 2013","Business","The Associated Press","15"
"11517","Spain one-year borrowing costs tumbles to lowest","Tue Mar 12 06:57:04 EDT 2013","Business","Economic Times","-1"
"11518","German central banker warns eurozone crisis not over, says more reforms needed","Tue Mar 12 07:22:48 EDT 2013","Business","Fox News","16"
"11525","Manufacturing data show economic woes","Tue Mar 12 07:28:21 EDT 2013","Business","Financial Times","28"
"11529","Sheryl Sandberg has got everyone talking","Tue Mar 12 06:08:17 EDT 2013","Business","Upstart (blog)","139"
"11533","ECB's Weidmann worried by 'clutches' of Ireland debt deal","Tue Mar 12 07:53:00 EDT 2013","Business","Reuters","17"
"11534","China Everbright Bank to issue up to 12 bln shares in HK listing","Tue Mar 12 07:37:42 EDT 2013","Business","Reuters","82"
"11541","Yum China recovery remains rocky even as online anger calms","Mon Mar 11 09:01:47 EDT 2013","Business","Reuters","33"
"11552","Work and family: Making it work","Tue Mar 12 08:02:49 EDT 2013","Business","CNN","143"
"11564","Frankfurt airport closed as snow causes Europe disruption","Tue Mar 12 07:52:55 EDT 2013","Business","USA TODAY","22"
"11569","Payrolls Prove the Dollar Is King","Mon Mar 11 07:57:19 EDT 2013","Business","Wall Street Journal","27"
"11579","FOREX-Yen gets a breather after hitting 3-1\2 yr low vs dollar","Tue Mar 12 08:15:57 EDT 2013","Business","Reuters","129"
"11580","UK Serious Fraud Office queues up to probe HP's Autonomy allegations","Tue Mar 12 07:45:13 EDT 2013","Business","Register","47"
"11588","Recovery hopes dashed by weak UK manufacturing","Tue Mar 12 08:08:04 EDT 2013","Business","Telegraph.co.uk","35"
"11590","UK Recession Likely as Industry Output Drops","Tue Mar 12 08:20:28 EDT 2013","Business","Wall Street Journal","35"
"11591","What White and Cordray Will Face in Their Confirmation Hearings","Tue Mar 12 06:02:25 EDT 2013","Business","Businessweek","24"
"11598","UK Industrial Output Unexpectedly Falls on Oil, Gas","Tue Mar 12 08:29:06 EDT 2013","Business","Bloomberg","35"
"11601","EURO GOVT-Fitch downgrade tests resilience of Italian debt","Mon Mar 11 08:36:01 EDT 2013","Business","Reuters","92"
"11606","Stock futures dip after seven-day climb, ECB official warns","Tue Mar 12 07:22:27 EDT 2013","Business","Reuters","310"
"11607","Yum's Feb. China sales show signs of improvement","Mon Mar 11 17:06:35 EDT 2013","Business","Huffington Post","-1"
"11612","Unemployment May Worsen for Black Workers","Tue Mar 12 08:31:46 EDT 2013","Business","Black Voice News","385"
"11620","If Fed Tapers Bond Buying, is End in Sight? Maybe Not","Tue Mar 12 01:21:43 EDT 2013","Business","Fox Business","38"
"11621","UPDATE 2-Euro woes not over, German central bank says, as piles up crisis funds","Tue Mar 12 08:43:03 EDT 2013","Business","Reuters","22"
"11622","Employers Report Positive Hiring Plans","Tue Mar 12 08:26:23 EDT 2013","Business","Wall Street Journal (blog)","52"
"11627","SFO launches probe into Autonomy","Tue Mar 12 07:23:45 EDT 2013","Business","Financial Times","50"
"11636","Feds bust up $100M NC crop insurance fraud ring","Tue Mar 12 08:44:00 EDT 2013","Business","The Associated Press","2"
"11637","Small business confidence, capital spending plans rise","Tue Mar 12 08:20:52 EDT 2013","Business","Fox Business","23"
"11638","U.K. Industrial Output Unexpectedly Falls as Oil Platform Halts","Tue Mar 12 08:29:06 EDT 2013","Business","Bloomberg","42"
"11639","Whole Foods to require GM foods to be labeled by 2018","Tue Mar 12 08:32:43 EDT 2013","Business","agprofessional.com","111"
"11653","Small-Business Optimism in US Climbs for Third Straight Month","Tue Mar 12 07:46:33 EDT 2013","Business","Businessweek","23"
"11654","SFO's Autonomy probe thrown into doubt","Tue Mar 12 08:51:29 EDT 2013","Business","Financial Times","52"
"11655","CORRECTED-Sterling slides to lowest since June 2010 vs dollar on dismal UK ...","Tue Mar 12 08:40:16 EDT 2013","Business","Reuters UK","-1"
"11661","Illinois Settlement Shows Worst Pension's True Cost: Muni Credit","Tue Mar 12 08:52:46 EDT 2013","Business","Bloomberg","49"
"11668","Tuesday's movers: Life Technologies, Yum Brands","Tue Mar 12 08:15:29 EDT 2013","Business","MarketWatch","23"
"11673","Merck Vytorin study to continue after panel review","Tue Mar 12 08:55:34 EDT 2013","Business","Reuters","-1"
"11703","Sterling slides to a low","Tue Mar 12 08:51:33 EDT 2013","Business","Independent Online","37"
"11704","Wall Street set to dip after seven-day rally; warning on Europe","Tue Mar 12 08:35:10 EDT 2013","Business","Reuters","310"
"11707","Yahoo CEO's rigid hiring practices questioned by staff","Tue Mar 12 08:48:17 EDT 2013","Business","Globe and Mail","84"
"11731","TREASURIES-Prices gain as recent rise in yields entices investors","Tue Mar 12 09:21:58 EDT 2013","Business","Reuters","41"
"11741","Spain raises another $7.5 billion at lower cost - Post","Tue Mar 12 07:12:08 EDT 2013","Business","Bulletin","-1"
"11742","Dollar Slips; Pound Tumbles","Tue Mar 12 09:29:40 EDT 2013","Business","Wall Street Journal","132"
"11749","Marissa Mayer: Choosing Corporate Culture over Worker Independence","Fri Mar 08 13:50:41 EST 2013","Business","Forbes","86"
"11750","ECB's Weidmann Says Euro Exchange Rate Isn't a Threat","Tue Mar 12 09:23:02 EDT 2013","Business","Bloomberg","27"
"11759","US Stock Futures Fall After S&P 500 Approaches Record","Tue Mar 12 09:28:21 EDT 2013","Business","Bloomberg","61"
"11760","Zynga Shares Rally Amid Yahoo Scuttlebutt","Tue Mar 12 09:27:17 EDT 2013","Business","Wall Street Journal (blog)","23"
"11771","Merck Provides Update on IMPROVE-IT Trial","Tue Mar 12 08:03:10 EDT 2013","Business","MarketWatch (press release)","-1"
"11775","Wall Street starts little changed after rally","Tue Mar 12 09:41:24 EDT 2013","Business","Reuters","311"
"11776","Merck to Continue Cholesterol Study After Interim Analysis","Tue Mar 12 08:38:29 EDT 2013","Business","Bloomberg","8"
"11794","Weidmann Says ECB to Keep Accommodative Stance as Long as Needed","Tue Mar 12 09:39:16 EDT 2013","Business","Businessweek","28"
"11796","S&P 500 eyes all-time high, follows Dow's lead?","Tue Mar 12 09:43:22 EDT 2013","Business","USA TODAY","311"
"11797","Yen Gains as Lawmaker Says Party to Oppose Iwata; Pound Weakens","Tue Mar 12 09:40:23 EDT 2013","Business","San Francisco Chronicle","127"
"11799","UK's top fraud office to probe Autonomy","Tue Mar 12 09:42:40 EDT 2013","Business","CNN","64"
"11800","Icahn, Blackstone look at confidential Dell data","Tue Mar 12 09:14:07 EDT 2013","Business","FierceFinance","103"
"11811","Live Blog: Hearing for SEC Nominee","Tue Mar 12 09:46:14 EDT 2013","Business","New York Times","27"
"11814","Wall Street edges lower after seven-day rally, warning on Europe","Tue Mar 12 09:41:24 EDT 2013","Business","Reuters","314"
"11821","White promises “bold and unrelenting” enforcement if confirmed to lead the SEC","Tue Mar 12 09:54:42 EDT 2013","Business","Washington Post","27"
"11827","Treasuries Gain as Yields at Almost 11-Month High Lure Investors","Tue Mar 12 10:00:26 EDT 2013","Business","Businessweek","41"
"11829","Zynga slips; Macquarie disputes merger speculation","Tue Mar 12 09:56:11 EDT 2013","Business","MarketWatch","26"
"11830","MetroPCS Defends T-Mobile Deal","Tue Mar 12 08:13:34 EDT 2013","Business","Wall Street Journal","14"
"11853","US futures move lower as investors lock up profits","Tue Mar 12 08:36:00 EDT 2013","Business","The Associated Press","322"
"11859","US Small Biz Confidence Rises More After 2.5-Year Plunge","Tue Mar 12 08:11:02 EDT 2013","Business","CNBC.com","25"
"11860","US stock indexes pause after record run","Tue Mar 12 10:07:38 EDT 2013","Business","MarketWatch","322"
"11865","Dow Hits Record High for 6th Session; S&P Within 10 Points of All-Time Closing ...","Tue Mar 12 09:59:14 EDT 2013","Business","CNBC.com","324"
"11870","U.S. stock indexes pause after record run","Tue Mar 12 10:08:40 EDT 2013","Business","MarketWatch","324"
"11891","German Central Bank Doubles Reserves","Tue Mar 12 10:19:07 EDT 2013","Business","New York Times","31"
"11892","Mary Jo White: the new head of the SEC","Tue Mar 12 09:45:36 EDT 2013","Business","Telegraph.co.uk","28"
"11898","US Stocks Open Slightly Lower After Seven-Day Streak Of Gains","Tue Mar 12 10:22:20 EDT 2013","Business","Wall Street Journal","323"
"11907","MetroPCS Urges Shareholders to Approve Merger With T-Mobile","Tue Mar 12 09:52:54 EDT 2013","Business","New York Times (blog)","-1"
"11911","Airlines seek alternative for grounded 787","Tue Mar 12 10:26:58 EDT 2013","Business","Montana Standard","-1"
"11915","'Leaning in' on her own","Tue Mar 12 10:10:07 EDT 2013","Business","CNN","147"
"11918","January job openings rise to 3.69 million","Tue Mar 12 10:24:19 EDT 2013","Business","MarketWatch","5"
"11937","US job openings rise in January on retail bounce back","Tue Mar 12 10:36:04 EDT 2013","Business","Reuters","-1"
"11942","Better times ahead? Small business owners still not convinced","Tue Mar 12 10:42:06 EDT 2013","Business","Atlanta Business Chronicle","26"
"11943","Bank of New York Asks Court to Reject Chesapeake Bond Bid","Tue Mar 12 10:30:19 EDT 2013","Business","Businessweek","22"
"11948","Global shares hover near break-even, yen gains on dollar","Tue Mar 12 10:47:41 EDT 2013","Business","Reuters","133"
"11962","Stocks sway, S&P 500 eyes all-time high","Tue Mar 12 10:47:35 EDT 2013","Business","Detroit Free Press","327"
"11963","DIARY - Today in Washington - March 12","Mon Mar 11 16:09:25 EDT 2013","Business","Reuters","-1"
"11972","Job Openings Increased in January as U.S. Labor Market Improved","Tue Mar 12 10:18:04 EDT 2013","Business","Bloomberg","10"
"11973","Stocks Put Another One In The Win Column, Apple Joins The Party","Mon Mar 11 16:18:58 EDT 2013","Business","Forbes","62"
"11978","Australia shares seen inching up to new 4-1\2 high","Mon Mar 11 18:01:24 EDT 2013","Business","Reuters","-1"
"11979","Job Openings Increase as US Labor Market Improves","Tue Mar 12 10:18:04 EDT 2013","Business","Bloomberg","10"
"11980","Confidence picks up in smallest businesses","Tue Mar 12 10:04:35 EDT 2013","Business","Brookson","28"
"11988","Chesapeake noteholders, BNY Mellon escalate bond battle","Tue Mar 12 10:41:22 EDT 2013","Business","Fox Business","21"
"11994","Euro woes not over, says crisis-wary Bundesbank","Tue Mar 12 11:07:33 EDT 2013","Business","Reuters","37"
"12001","US Stocks Add Modest Gains","Tue Mar 12 10:54:37 EDT 2013","Business","Wall Street Journal","328"
"12012","UK SFO Probing Autonomy Says Software May Pose Conflict","Tue Mar 12 11:12:03 EDT 2013","Business","Businessweek","70"
"12013","BOJ Nominee Cautious About Cutting Rate Floor","Mon Mar 11 11:46:21 EDT 2013","Business","Wall Street Journal","127"
"12024","US stocks mixed; Dow extends record run","Tue Mar 12 11:12:18 EDT 2013","Business","MarketWatch","325"
"12053","US Stocks Little Changed After S&P 500 Approaches Record High","Tue Mar 12 11:18:57 EDT 2013","Business","Businessweek","63"
"12054","New Use For HP's Autonomy Software: Investigating Autonomy","Tue Mar 12 11:20:41 EDT 2013","Business","Wall Street Journal (blog)","71"
"12063","TREASURIES-Prices climb as recent yield rise entices investors","Tue Mar 12 11:26:21 EDT 2013","Business","Reuters","41"
"12080","Better Business Bureau expels Los Angeles chapter, largest in nation","Tue Mar 12 11:27:46 EDT 2013","Business","Los Angeles Times","21"
"12095","Japan Says It Has Tapped Methane Hydrate for Energy","Tue Mar 12 11:13:40 EDT 2013","Business","Wall Street Journal","24"
"12096","Costco Profit Beats Expectations","Tue Mar 12 09:33:39 EDT 2013","Business","New York Times","31"
"12100","UPDATE 3-Euro woes not over, says crisis-wary Bundesbank","Tue Mar 12 11:01:22 EDT 2013","Business","Reuters","39"
"12103","Japanese yen drops as bank minutes signal more easing","Tue Mar 12 02:20:33 EDT 2013","Business","Telegraph.co.uk","-1"
"12109","US stock indexes retreat from record run","Tue Mar 12 11:12:18 EDT 2013","Business","MarketWatch","327"
"12117","Stocks Edge Lower in Choppy Trading; Dow Briefly Hits Another All-Time High","Tue Mar 12 11:36:23 EDT 2013","Business","CNBC.com","327"
"12122","Many Working-Class Women Are Already Leaning In","Tue Mar 12 11:35:08 EDT 2013","Business","The Atlantic","155"
"12123","SEC nominee Mary Jo White promises tough enforcement if confirmed","Tue Mar 12 11:48:06 EDT 2013","Business","Los Angeles Times","30"
"12132","US Stocks Fall After Rally Drives S&P 500 Near Record","Tue Mar 12 11:21:30 EDT 2013","Business","Bloomberg","65"
"12135","Costco Wholesale's 2nd-quarter earnings climb 39 percent, beats Wall Street's ...","Tue Mar 12 11:53:13 EDT 2013","Business","The Republic","32"
"12138","Wall Street slips after seven-day rally, warning on Europe","Tue Mar 12 12:01:47 EDT 2013","Business","Reuters","65"
"12168","US Stocks Ease Back","Tue Mar 12 12:09:05 EDT 2013","Business","Wall Street Journal","329"
"12180","Key Boeing 787 Customer Confident on Battery Fix","Tue Mar 12 11:35:49 EDT 2013","Business","Wall Street Journal","10"
"12183","Gold Prices Rise as Bundesbank Warns of Woes","Tue Mar 12 12:13:30 EDT 2013","Business","TheStreet.com","49"
"12194","Conflict of interest may prevent SFO investigating Autonomy","Tue Mar 12 12:11:21 EDT 2013","Business","The Guardian","74"
"12217","An Energy Coup for Japan: 'Flammable Ice'","Tue Mar 12 12:30:51 EDT 2013","Business","New York Times","28"
"12240","U.S. Stocks Fall After 7-Day Rally Drives S&P 500 Toward Record","Tue Mar 12 12:31:22 EDT 2013","Business","San Francisco Chronicle","69"
"12241","UK fraud office launches inquiry in Autonomy case","Tue Mar 12 10:12:00 EDT 2013","Business","The Associated Press","75"
"12252","NFIB small-business index edges higher in February","Tue Mar 12 07:32:12 EDT 2013","Business","MarketWatch","-1"
"12253","White Pressed on Past Representing Banks","Tue Mar 12 12:35:53 EDT 2013","Business","Wall Street Journal","35"
"12272","US Stocks Pull Back on Mixed Data","Tue Mar 12 12:23:51 EDT 2013","Business","Wall Street Journal","317"
"12279","Vytorin study to continue after review; Merck shares jump","Tue Mar 12 11:15:49 EDT 2013","Business","Reuters","18"
"12280","The Real Reason Women Aren't Leaning In","Tue Mar 12 12:47:24 EDT 2013","Business","Forbes","156"
"12290","Wall Street slips after seven-day rally, tech shares fall","Tue Mar 12 12:58:00 EDT 2013","Business","Reuters","317"
"12297","PRECIOUS-Gold rises on euro zone jitters, ETF flow eyed","Tue Mar 12 12:57:59 EDT 2013","Business","Reuters","50"
"12298","Survey: Small business hiring edges up, still weak","Tue Mar 12 12:49:31 EDT 2013","Business","Richmond Times Dispatch","31"
