idrss_entries,title,public_date,category,provider,number_of_articles
"8606","Is your brain ready for Daylight Saving Time?","Sat Mar 09 07:03:05 EST 2013","Health","CTV News","19"
"8608","Norovirus Hits Royal Caribbean Cruise Ship","Sat Mar 09 08:41:05 EST 2013","Health","Cruise Fever","44"
"8621","Study: Sugar availability linked to type 2 diabetes","Sat Mar 09 08:35:11 EST 2013","Health","USA TODAY","8"
"8632","More than 100 sickened with norovirus on Royal Caribbean cruise ship","Sat Mar 09 09:09:01 EST 2013","Health","natmonitor.com","45"
"8667","CDC Asks American Doctors to Look Out for Mysterious Coronavirus from the ...","Sat Mar 09 09:43:49 EST 2013","Health","Cleveland Leader","38"
"8682","Study: Salt May Lead To Autoimmune Disease","Sat Mar 09 09:04:03 EST 2013","Health","CBS Local","59"
"8695","100-plus fall ill on Caribbean cruise","Sat Mar 09 10:23:55 EST 2013","Health","ActionNewsJax.com","46"
"8703","Daylight-saving linked to wacky behavior","Sat Mar 09 01:56:17 EST 2013","Health","San Francisco Chronicle","6"
"8726","Cruise ship returns to port after norovirus outbreak","Sat Mar 09 10:28:35 EST 2013","Health","KRMG","45"
"8750","Poor hygiene blamed for restaurant illness","Sat Mar 09 11:08:03 EST 2013","Health","UPI.com","43"
"8780","Fracking Health Study Results Likely...","Sat Mar 09 11:47:18 EST 2013","Health","ABC News","-1"
"8784","Results of Pa. health study cited as key to NY fracking decision are likely years ...","Sat Mar 09 11:38:47 EST 2013","Health","Washington Post","-1"
"8786","Deep Brain Stimulation Could Fight Anorexia","Sat Mar 09 11:29:45 EST 2013","Health","Daily News To You","52"
"8811","CDC issues coronavirus notice after confirmation of 14th case in Saudi Arabia","Sat Mar 09 12:06:13 EST 2013","Health","The Global Dispatch","40"
"8816","Top Restaurant Sickens 63, World's Best Restaurant' Noma in Denmark","Sat Mar 09 12:05:04 EST 2013","Health","KpopStarz","44"
"8832","This Week in Health Reform","Sat Mar 09 11:09:12 EST 2013","Health","Motley Fool","169"
"8834","Sebelius: Health law has slowed growth in medical costs","Thu Mar 07 11:27:18 EST 2013","Health","The Hill (blog)","169"
"8840","Roundtable explores Affordable Care Act's impact on business - In","Thu Mar 07 15:54:42 EST 2013","Health","Forum","-1"
"8853","'World's Best Restaurant' poisons 63 diners due to poor hygiene","Sat Mar 09 12:36:42 EST 2013","Health","natmonitor.com","45"
"8854","Nelson Mandela hospitalized for routine checkup","Sat Mar 09 12:26:16 EST 2013","Health","CNN","17"
"8859","Boston Scientific atrial fibrillation device proves safe -study","Sat Mar 09 12:31:36 EST 2013","Health","Reuters","5"
"8879","Danish Restaurant Charging $440 for Meal Leaves 63 Guests Sick with Norovirus","Sat Mar 09 12:57:42 EST 2013","Health","Counsel & Heal","46"
"8898","Nelson Mandela hospitalized in South Africa","Sat Mar 09 13:14:49 EST 2013","Health","CBS News","37"
"8909","CDC Warns of New Deadly Virus, No US Cases Yet","Sat Mar 09 13:20:26 EST 2013","Health","KMBZ","43"
"8953","Man Receives 3-D Printed Skull Implant","Sat Mar 09 14:04:32 EST 2013","Health","Counsel & Heal","39"
"8954","Why Your Employer May Drop Your Health-Care Plan","Fri Mar 08 10:50:27 EST 2013","Health","Businessweek","169"
"8955","Vomiting, diarrhea ruin Royal Caribbean cruise for 105 passengers","Sat Mar 09 17:06:19 EST 2013","Health","Science Recorder","54"
"8956","ACC: HPS2-THRIVE May Signal the End for Niacin","Sat Mar 09 17:36:46 EST 2013","Health","MedPage Today","13"
"8957","Time change can play tricks with body, experts say - Winston","Fri Mar 08 18:32:12 EST 2013","Health","Salem Journal","5"
"8958","Johnson & Johnson Ordered To Pay $8.3 Million In Faulty Hip Replacement Case","Sat Mar 09 18:01:11 EST 2013","Health","Latinos Post","44"
"8959","Move afoot to force Kraft to stop dyeing your Mac-n-Cheese","Sat Mar 09 12:27:13 EST 2013","Health","KRMG","59"
"9004","Tired of Being Tired: Getting Better Sleep - KULR","Fri Mar 08 20:31:06 EST 2013","Health","TV","5"
"9036","Study: Bee Venom Kills HIV","Fri Mar 08 16:28:46 EST 2013","Health","U.S. News & World Report","37"
"9037","Time change can mess with sleep patterns - Merced Sun","Sat Mar 09 04:05:34 EST 2013","Health","Star","8"
"9044","Arkansas plan shows that health care law's Medicaid expansion leaves flexibility ...","Sat Mar 09 17:38:28 EST 2013","Health","Washington Post (blog)","22"
"9049","South Africa: Mandela in hospital for tests","Sat Mar 09 19:32:45 EST 2013","Health","Milwaukee Journal Sentinel","55"
"9060","Not again! Icky stomach bug ruins cruise for 105 passengers","Sat Mar 09 18:24:07 EST 2013","Health","msnNOW","56"
"9084","Louisa offering residents free HIV testing Monday","Sat Mar 09 17:57:38 EST 2013","Health","The Daily Progress","57"
"9095","Ending Violence Against Women is Critical to Ending the AIDS Epidemic","Fri Mar 08 09:55:35 EST 2013","Health","Forbes","56"
"9097","Patient dies after nurse refuses CPR","Sat Mar 09 11:11:24 EST 2013","Health","The Japan Times","49"
"9141","ACC: Watchman PREVAILs on Safety for Stroke Prevention in Afib","Sat Mar 09 19:28:54 EST 2013","Health","MedPage Today","11"
"9156","Mandela in hospital for checkup","Sat Mar 09 20:50:26 EST 2013","Health","UPI.com","58"
"9183","South Africa: Mandela in hospital for tests - Winston","Sat Mar 09 21:42:34 EST 2013","Health","Salem Journal","58"
"9186","Top Restaurant Noma Sickens 63 Patrons With Severe Vomiting and Diarrhea","Sat Mar 09 21:49:12 EST 2013","Health","Vibe","51"
"9194","Serious side effects seen with failed Merck niacin drug","Sat Mar 09 16:11:06 EST 2013","Health","Reuters","14"
"9205","Western Mass Recognizes National Women and Girls HIV\AIDS Awareness Day","Sat Mar 09 22:16:55 EST 2013","Health","abc40","60"
"9226","Managing Your Sleep During Daylight Savings - KCEN","Sat Mar 09 22:31:40 EST 2013","Health","TV","10"
"9228","Walking Can Speed Up Recovery for Stroke Survivors","Sat Mar 09 14:04:33 EST 2013","Health","Counsel & Heal","18"
"9267","Food FYI: Norovirus hits Noma; 63 sickened [updated]","Sat Mar 09 23:13:09 EST 2013","Health","Los Angeles Times","51"
"9270","Merck Drug Side Effects Revealed in Study, Already Retailing in Europe","Sat Mar 09 23:06:45 EST 2013","Health","Counsel & Heal","15"
"9277","Royal Caribbean will offer three cruise ships out of the United Kingdom in 2014","Sat Mar 09 23:11:54 EST 2013","Health","Royal Caribbean Blog (blog)","59"
"9286","World News of the Day From Across the Globe \","Sat Mar 09 23:24:51 EST 2013","Health","San Francisco Chronicle","60"
"9322","Stroke Prevention Device Misses Key Goal in Study","Sat Mar 09 20:06:33 EST 2013","Health","New York Times","13"
"9325","My Word: Expanding Medicaid is right decision","Sun Mar 10 00:06:14 EST 2013","Health","Orlando Sentinel","30"
"9326","Royal Caribbean Vision of the Sea Has Norovirus Outbreak","Sun Mar 10 00:12:58 EST 2013","Health","Food Poisoning Bulletin","59"
"9337","Newest cruise ships ready to impress with more amenities","Sun Mar 10 00:22:23 EST 2013","Health","Asbury Park Press","62"
"9353","Boston Scientific apologizes for embargo breach that got its Watchman trial ...","Sat Mar 09 23:15:52 EST 2013","Health","Mass Device","13"
"9402","HIV and Aids: news and resources round up","Sun Mar 10 03:01:59 EDT 2013","Health","The Guardian (blog)","73"
"9422","Melson Mandela hospitalised: presidency","Sun Mar 10 03:46:49 EDT 2013","Health","DAWN.com","63"
"9443","Bee Venom Destroys HIV And Spares Surrounding Cells","Sun Mar 10 04:17:34 EDT 2013","Health","Medical News Today","39"
"9446","Nelson Mandela hospitalised: presidency","Sun Mar 10 03:46:49 EDT 2013","Health","DAWN.com","64"
"9455","South Africa: Mandela spends night in hospital","Sun Mar 10 04:31:02 EDT 2013","Health","The Seattle Times","64"
"9456","Niacin doesn't help heart, may cause harm, study says","Sat Mar 09 12:46:06 EST 2013","Health","USA TODAY","16"
"9461","South African presidency says Nelson Mandela spent night in South African ...","Sun Mar 10 04:35:59 EDT 2013","Health","Minneapolis Star Tribune","66"
"9465","South Africa's Nelson Mandela spends night in hospital","Sun Mar 10 04:51:35 EDT 2013","Health","Fox News","67"
"9470","Mandela Remains in South Africa Hospital, Zuma Spokesman Says","Sun Mar 10 04:52:12 EDT 2013","Health","Bloomberg","70"
"9489","Nelson Mandela spends night in hospital","Sun Mar 10 05:37:28 EDT 2013","Health","CBC.ca","72"
"9505","Mandela's health scares over the years","Sun Mar 10 06:00:00 EDT 2013","Health","AFP","74"
"9513","As daylight time kicks in, many likely to flip out","Sun Mar 10 03:17:33 EDT 2013","Health","Arizona Daily Star","6"
"9582","Nelson Mandela hospitalized overnight","Sun Mar 10 08:13:19 EDT 2013","Health","USA TODAY","81"
"9602","Nelson Mandela Hospitalized","Sun Mar 10 08:45:00 EDT 2013","Health","Daily Beast","82"
"9619","What time is it?","Sun Mar 10 07:10:52 EDT 2013","Health","Pittsburgh Post Gazette","15"
"9693","Huge Florida mosquitoes: Monster insects are called 'Gallinippers'","Sun Mar 10 09:36:17 EDT 2013","Health","Christian Science Monitor","30"
"9694","Experimental Roche drug shows promise in reducing heart damage","Sun Mar 10 15:42:15 EDT 2013","Health","Reuters","4"
"9695","Campaign to Remove Food Dye from Kraft Mac & Cheese","Sun Mar 10 19:47:53 EDT 2013","Health","KAALtv.com","64"
"9696","Third Study of Medicines Co. Blood Thinner Shows Benefit","Sun Mar 10 17:00:35 EDT 2013","Health","Wall Street Journal","16"
"9697","The high costs of Medicare's low prices","Sun Mar 10 19:53:39 EDT 2013","Health","Washington Post","18"
"9698","Mummies from different times, places shared key heart risk","Sun Mar 10 20:18:46 EDT 2013","Health","Reuters","20"
"9699","Antibiotic resistance a 'catastrophic threat': UK medical chief","Sun Mar 10 20:14:51 EDT 2013","Health","Reuters","11"
"9719","Studies tie stress from storms, war to heart risks","Sun Mar 10 14:32:23 EDT 2013","Health","USA TODAY","6"
"9737","Hardening of the arteries common in ancient mummies","Sun Mar 10 21:16:56 EDT 2013","Health","Washington Post","22"
"9743","Nelson Mandela Home After Medical Checkup","Sun Mar 10 13:57:41 EDT 2013","Health","Voice of America","138"
"9760","Raw: Mandela discharged from hospital","Sun Mar 10 18:06:05 EDT 2013","Health","USA TODAY","138"
"9763","Storms, warfare can lead to heart risks, studies show","Sun Mar 10 19:05:47 EDT 2013","Health","The Seattle Times","4"
"9780","New wave of 'superbugs' poses dire threat, says chief medical officer","Sun Mar 10 20:06:06 EDT 2013","Health","The Guardian","10"
"9793","Merck Heart Drug Tredaptive Raises Side Effects in Study","Sat Mar 09 12:25:34 EST 2013","Health","Bloomberg","19"
"9796","Nelson Mandela discharged from hospital","Sun Mar 10 15:13:57 EDT 2013","Health","Washington Post","138"
"9800","Phoenix alligator gets new tail","Sun Mar 10 20:49:23 EDT 2013","Health","USA TODAY","10"
"9801","Petition To Remove Food Dye In Kraft Mac & Cheese Starts","Sun Mar 10 21:49:13 EDT 2013","Health","StudentNewsIE.com","64"
"9827","Phoenix group gives alligator a prosthetic tail","Sun Mar 10 22:10:48 EDT 2013","Health","USA TODAY","10"
"9836","New drug said to reduce heart damage during surgery","Sun Mar 10 22:17:38 EDT 2013","Health","GlobalPost","5"
"9874","All abuzz over childhood-cancer research","Sun Mar 10 22:07:49 EDT 2013","Health","The Seattle Times","19"
"9957","Bypass Patients Fare Equally Well With or Without Heart-Lung Machine","Mon Mar 11 16:06:46 EDT 2013","Health","U.S. News & World Report","4"
"9958","Diabetes Patients Successfully Treated For Chest Pain With Gilead Drug","Mon Mar 11 14:42:45 EDT 2013","Health","RTT News","11"
"9959","Norovirus Sweeps Caribbean Cruise","Mon Mar 11 13:59:39 EDT 2013","Health","Daily Beast","76"
"9960","Aspirin may cut risk of deadly melanoma skin cancer: study","Mon Mar 11 15:42:11 EDT 2013","Health","New York Daily News","48"
"9961","Judge Blocks New York City's Limits on Big Sugary Drinks","Mon Mar 11 16:29:16 EDT 2013","Health","New York Times","182"
"9962","Parents beware: Pet frogs linked to salmonella outbreak, CDC says","Mon Mar 11 15:46:37 EDT 2013","Health","Los Angeles Times","25"
"9963","Giant Mosquitoes Likely To Infest Florida This Summer","Mon Mar 11 16:01:41 EDT 2013","Health","Medical News Today","44"
"9964","Mummies from different eras, places shared key heart risk - Long Beach Press","Mon Mar 11 16:27:00 EDT 2013","Health","Telegram","61"
"9965","Colonoscopy May Be Overused in Older Adults, Study Finds","Mon Mar 11 16:17:56 EDT 2013","Health","Bloomberg","5"
"9966","Antibiotics resistance a 'catastrophic' global threat, UK warns","Mon Mar 11 14:55:00 EDT 2013","Health","AFP","78"
"9996","Seniors Getting Unnecessary Colonoscopies: Study","Mon Mar 11 16:06:46 EDT 2013","Health","U.S. News & World Report","5"
"10008","EU Bans Cosmetics Tested on Animals","Mon Mar 11 16:23:00 EDT 2013","Health","Voice of America","45"
"10009","Anti-Angina Tx Offers Relief in Diabetes","Mon Mar 11 11:01:29 EDT 2013","Health","MedPage Today","11"
"10024","Don't Exempt Boomers From the Pain of Medicare Reform","Mon Mar 11 13:33:08 EDT 2013","Health","Businessweek","54"
"10056","Cleveland Clinic, Hospital Operator in Alliance","Mon Mar 11 16:38:06 EDT 2013","Health","Wall Street Journal","6"
"10059","Antimicrobial Resistance Poses Grave Threat","Mon Mar 11 15:10:45 EDT 2013","Health","Medical News Today","80"
"10079","Off-Pump CABG OK Over the Long Term","Mon Mar 11 15:56:42 EDT 2013","Health","MedPage Today","7"
"10104","Heart Disease Among Ancient Mummies Common","Mon Mar 11 17:06:31 EDT 2013","Health","Medical News Today","61"
"10105","Media coverage of ObamaCare in wake of recent job losses","Mon Mar 11 15:47:54 EDT 2013","Health","Fox News","54"
"10106","Studies: Heart-lung machines are safe","Mon Mar 11 12:30:36 EDT 2013","Health","USA TODAY","3"
"10136","Mummy Study Shows Heart Disease Could Be A Natural Human Condition","Mon Mar 11 17:21:30 EDT 2013","Health","NPR","63"
"10158","Monster Mosquitoes Set to Invade Florida This Summer","Mon Mar 11 17:00:41 EDT 2013","Health","Nature World News","49"
"10180","Giant mosquito invasion scares Florida","Mon Mar 11 15:16:59 EDT 2013","Health","RT","49"
"10195","Alcohol poisoning kills 51 in Libya","Mon Mar 11 12:25:59 EDT 2013","Health","BBC News","22"
"10210","Judge strikes down NYC sugary-drinks limit","Mon Mar 11 17:39:00 EDT 2013","Health","USA TODAY","273"
"10222","Aspirin And Skin Cancer: New Study Reveals The Over-The-Counter ...","Mon Mar 11 17:47:26 EDT 2013","Health","KpopStarz","53"
"10234","Bloomberg's soda ban fizzles, New Yorkers win","Mon Mar 11 16:36:10 EDT 2013","Health","New York Daily News","277"
"10262","EU Bans Cosmetics With Animal-Tested Ingredients","Mon Mar 11 12:49:32 EDT 2013","Health","New York Times","52"
"10306","Judge blocks New York City large-soda ban, Mayor Bloomberg vows fight","Mon Mar 11 18:12:11 EDT 2013","Health","Reuters","387"
"10360","Bloomberg 'confident' NYC will win appeal on sugary drink ban","Mon Mar 11 18:58:25 EDT 2013","Health","NBCNews.com","357"
"10365","Can Aspirin Keep Skin Cancer At Bay?","Mon Mar 11 18:50:59 EDT 2013","Health","TIME","59"
"10382","Whooping cough vaccine may wane earlier","Mon Mar 11 18:58:50 EDT 2013","Health","UPI.com","11"
"10396","Even Mummies Had Heart Disease","Mon Mar 11 13:53:40 EDT 2013","Health","ABC News","69"
"10402","About That Baby Who Was 'Cured' of HIV","Mon Mar 11 19:06:28 EDT 2013","Health","Wall Street Journal","22"
"10426","EU expands animal-testing ban","Mon Mar 11 19:10:26 EDT 2013","Health","Investor's Business Daily","52"
"10445","Faith-based groups hope to avoid insurance mandate, regulations - KIVI","Mon Mar 11 19:32:53 EDT 2013","Health","TV","62"
"10456","'Virtual house calls' for Parkinson's as beneficial as office visits: study","Mon Mar 11 19:36:18 EDT 2013","Health","ModernHealthcare.com","6"
"10481","European Union bans sale of cosmetics tested on animals","Mon Mar 11 13:20:23 EDT 2013","Health","Los Angeles Times","52"
"10490","Aspirin Linked to Lower Risk of Deadly Skin Cancer","Mon Mar 11 19:46:59 EDT 2013","Health","ABC News","62"
"10565","Helmets: Limited Defense Against Concussions","Mon Mar 11 19:31:21 EDT 2013","Health","MedPage Today","11"
"10566","Signs of heart disease found in far-flung antique mummies","Mon Mar 11 09:05:17 EDT 2013","Health","Los Angeles Times","71"
"10567","Libya: Homemade Alcohol Kills 51 and Sickens Dozens","Mon Mar 11 20:24:55 EDT 2013","Health","New York Times","24"
"10581","Scott Bowles' diabetes journal","Mon Mar 11 19:24:14 EDT 2013","Health","USA TODAY","2"
"10586","Whooping cough vaccine protection wanes as kids age","Mon Mar 11 20:41:38 EDT 2013","Health","Reuters","13"
"10600","Bloomberg 'confident' soda ban will be upheld","Mon Mar 11 20:36:05 EDT 2013","Health","CBS News","396"
"10614","Obamacare's other benefit","Mon Mar 11 20:57:21 EDT 2013","Health","Los Angeles Times","61"
"10626","Antibiotics; If we don't stop handing out antibiotics like sweets, even a cut finger ...","Mon Mar 11 21:04:32 EDT 2013","Health","Daily Mail","82"
"10635","Heart disease present in ancient mummies","Mon Mar 11 04:17:37 EDT 2013","Health","BBC News","72"
"10654","Melanoma Skin Cancer Risk in Women Could Be Reduced by Aspirin Use","Mon Mar 11 20:40:05 EDT 2013","Health","ABC News","65"
"10665","If we don't stop handing out antibiotics like sweets, even a cut finger could soon ...","Mon Mar 11 21:27:01 EDT 2013","Health","Daily Mail","81"
"10678","Heart diseases not a modern ill, mummies show","Mon Mar 11 21:34:04 EDT 2013","Health","Times of India","74"
"10695","Antibiotic resistance as bad as terror threat?","Mon Mar 11 21:42:23 EDT 2013","Health","Times of India","83"
"10739","Heart-lung machines prove safe even in the elderly - Winston","Mon Mar 11 22:09:09 EDT 2013","Health","Salem Journal","3"
"10748","Judge in Soda Ruling Is Wary of Government's Power","Mon Mar 11 22:13:59 EDT 2013","Health","New York Times","410"
"10755","Judge Cans Soda Ban","Mon Mar 11 22:34:16 EDT 2013","Health","Wall Street Journal","410"
"10763","City soda ban put on hold as judge rules against Health Department","Mon Mar 11 19:45:03 EDT 2013","Health","amNY","-1"
"10764","Disrupted sleep may be one of the first signs of Alzheimer's disease, warn ...","Mon Mar 11 16:15:23 EDT 2013","Health","Daily Mail","15"
"10875","Alzheimer's blood test could give early diagnosis","Sun Mar 10 21:32:54 EDT 2013","Health","BBC News","16"
"10893","Aspirin May Help Prevent Skin Cancer","Mon Mar 11 23:47:41 EDT 2013","Health","KAALtv.com","70"
"10910","Mummies, CAT scans, and having less control than we think","Mon Mar 11 23:56:42 EDT 2013","Health","Houston Chronicle (blog)","76"
"10922","'Nanny State' Soda Ban Shot Down by Court","Tue Mar 12 00:01:27 EDT 2013","Health","MedPage Today","381"
"10929","UMass researcher cautions that HIV cure remains distant, despite apparent ...","Tue Mar 12 00:09:20 EDT 2013","Health","Boston Globe","24"
"10961","Judge was right to overturn NYC beverage law","Mon Mar 11 23:56:05 EDT 2013","Health","MU The Parthenon","384"
"11009","Good Question: Why Is Aspirin Such A Wonder Drug?","Tue Mar 12 01:01:06 EDT 2013","Health","CBS Local","73"
"11026","Europe Bans Marketing of Cosmetics Tested on Animals","Tue Mar 12 01:08:44 EDT 2013","Health","Environment News Service","56"
"11044","Pharmaceutical companies boosting support for Interpol's fight against fake ...","Tue Mar 12 01:05:43 EDT 2013","Health","Washington Post","2"
"11071","US judge blocks New York ban on giant fizzy drinks","Tue Mar 12 01:32:36 EDT 2013","Health","Times of India","388"
"11074","After blocking Bloomberg's soda ban, Justice Milton Tingling finds himself in the ...","Tue Mar 12 01:51:52 EDT 2013","Health","New York Daily News","389"
"11084","Huge Blood-Sucking Bugs Poised to Strike Florida","Fri Mar 08 17:43:49 EST 2013","Health","LiveScience.com","51"
"11085","Study: Heart Disease Also Plagued Ancient People","Tue Mar 12 02:05:35 EDT 2013","Health","RTT News","78"
"11097","Connecting the Dots on Healthcare","Tue Mar 12 02:12:34 EDT 2013","Health","Town Hall","61"
"11119","Babies whooping cough","Tue Mar 12 02:49:04 EDT 2013","Health","The News International","17"
"11127","Protection from Pertussis Vaccine Wanes Over Time","Tue Mar 12 02:54:14 EDT 2013","Health","TIME","18"
"11142","Salmonella Outbreak Associated With Exposure To Aquatic Frogs","Tue Mar 12 03:05:45 EDT 2013","Health","Medical News Today","31"
"11143","Health care out of thin air","Tue Mar 12 03:07:18 EDT 2013","Health","The Spokesman Review","64"
"11144","Ancient mummies reveal a modern affliction","Tue Mar 12 03:04:57 EDT 2013","Health","Philadelphia Inquirer","81"
"11145","Ranolazine Reduces Chest Pain Among Diabetics","Tue Mar 12 03:05:38 EDT 2013","Health","Medical News Today","12"
"11169","Mayor vows to press on after NYC soda rule nixed","Tue Mar 12 02:50:41 EDT 2013","Health","The Seattle Times","399"
"11175","AIDS group wants LA to break with county health department","Tue Mar 12 03:12:41 EDT 2013","Health","Los Angeles Times","6"
"11176","Cosmetics tied to animal testing banned","Tue Mar 12 03:20:24 EDT 2013","Health","The Olympian","56"
"11183","Graphic Novel Tackles HIV\AIDS in the South","Mon Mar 11 15:39:51 EDT 2013","Health","New York Times","32"
"11189","New center offers help for dogs consumed by fear","Tue Mar 12 03:38:00 EDT 2013","Health","The Associated Press","5"
"11191","When the only life a dog knows is taken away, even if it's cruel, fear can ravage ...","Tue Mar 12 03:44:40 EDT 2013","Health","Fox News","5"
"11210","Heart-Lung Machines Used in Bypass Surgeries Are Safe, Study Finds","Mon Mar 11 16:18:33 EDT 2013","Health","Counsel & Heal","3"
"11217","Judge drinks the Kool-Aid","Tue Mar 12 04:07:17 EDT 2013","Health","New York Daily News","398"
"11223","Gilead drug reduces chest pain episodes in diabetics: study","Sun Mar 10 16:30:47 EDT 2013","Health","Reuters","12"
"11237","EU Bans Sale Of Cosmetics Tested On Animals","Tue Mar 12 03:05:44 EDT 2013","Health","Medical News Today","57"
"11257","New Center Offers Help for Dogs Consumed by Fear","Tue Mar 12 04:08:04 EDT 2013","Health","ABC News","-1"
"11258","Commentary: Big holes in the medical safety net","Tue Mar 12 03:39:49 EDT 2013","Health","Sacramento Bee","64"
"11308","New York City large-soda ban blocked by judge","Tue Mar 12 05:27:45 EDT 2013","Health","BBC News","401"
"11326","Judge Blocks Ban of Big Sodas in New York City","Tue Mar 12 05:45:37 EDT 2013","Health","TIME","399"
"11335","DDT exposure in womb tied to hypertension","Tue Mar 12 03:08:54 EDT 2013","Health","San Francisco Chronicle","4"
"11342","Pet Frogs Linked to Salmonella Outbreak: CDC","Tue Mar 12 04:56:57 EDT 2013","Health","Science World Report","32"
"11343","European Union bans all cosmetics tested on animals","Tue Mar 12 05:55:39 EDT 2013","Health","GlobalPost","60"
"11384","States wrestle with new Obamacare exchanges","Mon Mar 11 03:26:38 EDT 2013","Health","Politico","64"
"11401","NYC soda ban block 'clearly in error,' Bloomberg says","Tue Mar 12 06:21:39 EDT 2013","Health","Newsday","404"
"11402","Doctor in baby's HIV cure prefers work over fame","Mon Mar 11 08:06:07 EDT 2013","Health","USA TODAY","35"
"11435","NYC Mayor Bloomberg vows to press on after sugary drinks rule nixed","Tue Mar 12 06:57:50 EDT 2013","Health","CTV News","409"
"11456","Mummies show hardening of arteries","Tue Mar 12 07:05:19 EDT 2013","Health","Bend Bulletin","84"
"11459","51 die in Libya from homemade alcohol","Mon Mar 11 13:08:00 EDT 2013","Health","The Associated Press","-1"
"11468","People Eat More, Gain Weight With Less Sleep","Tue Mar 12 06:14:32 EDT 2013","Health","Medical News Today","14"
"11481","EU Bans Sale Of Animal-Tested Cosmetics","Mon Mar 11 08:39:28 EDT 2013","Health","Huffington Post","62"
"11503","Study: Aspirin linked to cancer prevention","Tue Mar 12 07:32:49 EDT 2013","Health","NewsNet5.com","80"
"11557","Eat well, sleep better and weigh less","Tue Mar 12 07:53:56 EDT 2013","Health","Fox News","16"
"11558","51 die from drinking homemade alcohol in Libya","Tue Mar 12 08:03:19 EDT 2013","Health","Xinhua","31"
"11584","New York judge decides NOT to ban large fizzy drinks","Tue Mar 12 08:13:48 EDT 2013","Health","BBC News","426"
"11614","New York City Soda Ban Health Fallout: Bloomberg's Legislation Struck Down ...","Tue Mar 12 08:33:03 EDT 2013","Health","Huffington Post","430"
"11635","The AM Roundup: Bloomberg Sugarcoats Defeat, More","Tue Mar 12 08:41:40 EDT 2013","Health","Wall Street Journal (blog)","442"
"11671","Be Covered Texas","Tue Mar 12 09:00:44 EDT 2013","Health","Gilmer Mirror","63"
"11688","Shire boosts rare diseases business by buying Premacure","Tue Mar 12 09:08:02 EDT 2013","Health","Reuters","4"
"11720","Study: Exposure to banned pesticide may lead to hypertension","Tue Mar 12 09:19:29 EDT 2013","Health","San Francisco Chronicle (blog)","7"
"11721","FDA warns Stryker on quality issues, marketing practices","Tue Mar 12 09:13:21 EDT 2013","Health","Reuters","3"
"11755","Lexington's Shire HGT looks to develop therapy for rare eye disorder in infants","Tue Mar 12 08:46:53 EDT 2013","Health","Boston.com","4"
"11786","Studies Deny Mental Decline Link with Heart-Lung Machines","Tue Mar 12 09:31:59 EDT 2013","Health","TopNews Arab Emirates","4"
"11806","Aspirin could be the secret to preventing skin cancer, study finds","Tue Mar 12 08:59:49 EDT 2013","Health","msnNOW","87"
"11840","NYC Super-Sized Soda Ban Halted by Judge","Tue Mar 12 09:59:25 EDT 2013","Health","ABC News","447"
"11850","Judge strikes down NYC ban on supersized sodas","Tue Mar 12 10:10:01 EDT 2013","Health","Wall Street Journal","447"
"11923","No proof that helmets prevent concussion: experts","Mon Mar 11 19:55:00 EDT 2013","Health","AFP","16"
"11927","Updated guidelines aim to better manage concussions","Tue Mar 12 10:10:57 EDT 2013","Health","CTV News","16"
"11934","Make the Affordable Care Act pay off for you","Tue Mar 12 10:38:20 EDT 2013","Health","The Grio","64"
"11950","The accidental HIV cure may not be a cure","Tue Mar 12 09:18:22 EDT 2013","Health","Highlander Newspaper","40"
"11958","US FDA says Zithromax can cause fatal irregular hearth rhythm","Tue Mar 12 10:35:43 EDT 2013","Health","Reuters","-1"
"11969","FDA says Zithromax can cause fatal irregular heart rhythm","Tue Mar 12 10:35:43 EDT 2013","Health","Reuters","2"
"11977","FDA says Zithromax can cause fatal irregular heart beat","Tue Mar 12 10:48:45 EDT 2013","Health","Chicago Tribune","-1"
"11981","Study: Aspirin Lowers Risk Of Certain Cancers","Tue Mar 12 10:51:29 EDT 2013","Health","FOX News Radio","89"
"12017","Study Shows Helmets Don't Always Prevent Concussions","Tue Mar 12 09:59:37 EDT 2013","Health","KREX News Channel 5","16"
"12039","Heart Disease Clues Found in Ancient Mummies","Tue Mar 12 11:13:58 EDT 2013","Health","U.S. News & World Report","85"
"12058","Stryker Gets FDA Warnings Letter for Failing to Notify Agency of Recall","Tue Mar 12 10:11:33 EDT 2013","Health","NASDAQ","6"
"12120","Mississippi comes to defense of large sodas with 'anti-Bloomberg' bill","Tue Mar 12 11:47:00 EDT 2013","Health","Washington Post (blog)","1"
"12161","European Union bans cosmetics with animal-tested ingredients","Tue Mar 12 11:17:29 EDT 2013","Health","Los Angeles Times","67"
"12162","Sleeping Less Can Lead to Weight Gain, Study Reports","Tue Mar 12 10:25:30 EDT 2013","Health","Counsel & Heal","22"
"12199","FDA Warns of Arrhythmias with Azithromycin","Tue Mar 12 12:16:31 EDT 2013","Health","MedPage Today","7"
"12215","Drug-makers join Interpol effort to root out fake medicines as thousands die","Tue Mar 12 10:34:09 EDT 2013","Health","Washington Times","9"
"12216","Bloomberg: Judge's Soda Ban Strike Just 'Temporary Setback'","Tue Mar 12 12:17:35 EDT 2013","Health","NBC New York","490"
"12223","Big Pharma puts funds into Interpol effort to thwart counterfeiters","Tue Mar 12 12:20:37 EDT 2013","Health","FiercePharma","11"
"12224","Lack of sleep and unlimited food access a recipe for weight gain","Tue Mar 12 12:24:45 EDT 2013","Health","CBS News","22"
