idrss_entries,title,public_date,category,provider,number_of_articles
"8073","Rats and Dogs Determine Social Rank by Sniffing: New Study","Fri Mar 08 21:24:05 EST 2013","Science","Latinos Post","12"
"8074","“Sunstone” of Viking Legend Discovered in France?","Fri Mar 08 21:22:05 EST 2013","Science","Latinos Post","31"
"8075","New Life Form Discovered Beneath Ice of Subglacial Antarctic Lake in Russia","Fri Mar 08 21:24:05 EST 2013","Science","Latinos Post","42"
"8076","Study Finds Reverse Evolution Among Dust Mites, Shift from Parasitic to Free ...","Fri Mar 08 21:24:06 EST 2013","Science","Latinos Post","7"
"8091","Thousands of swarming sharks empty Florida beaches","Thu Mar 07 18:58:05 EST 2013","Science","NBCNews.com (blog)","134"
"8092","SXSW Interactive Day 1: Unification of physics","Fri Mar 08 21:40:58 EST 2013","Science","San Antonio Express (blog)","43"
"8098","CITES summit affords stronger protections for freshwater tortoises and turtles","Fri Mar 08 21:43:45 EST 2013","Science","Washington Post","40"
"8099","Comet Pan-STARRS","Fri Mar 08 21:42:52 EST 2013","Science","Los Angeles Wave Newspapers","176"
"8121","Rare comet will be visible to the naked eye this weekend","Fri Mar 08 22:08:15 EST 2013","Science","NewsNet5.com","178"
"8129","This Is What It's Like to Stand Under NASA's Webb Telescope","Fri Mar 08 21:45:52 EST 2013","Science","Mashable","27"
"8207","NASA James Webb Space Telescope model lands at South by Southwest","Fri Mar 08 19:16:45 EST 2013","Science","Los Angeles Times","25"
"8209","New telescope could help intercept asteroid","Fri Mar 08 23:33:26 EST 2013","Science","KVUE","28"
"8218","Migration of sharks off Palm Beach shores is unsettling","Fri Mar 08 23:57:01 EST 2013","Science","Palm Beach Post","131"
"8256","When is the Best Time to View Comet Pan-STARRS in the Western Sky?","Sat Mar 09 00:25:20 EST 2013","Science","Patch.com","174"
"8257","NASA TV Briefing Discusses Curiosity Rover Analysis of Mars Rock","Fri Mar 08 01:44:41 EST 2013","Science","Sacramento Bee","16"
"8258","Global Average Temperature Highest in 4000 Years","Sat Mar 09 00:23:25 EST 2013","Science","Counsel & Heal","79"
"8288","Biblical past plagues present","Sat Mar 09 01:04:20 EST 2013","Science","NewsOK.com","-1"
"8298","Searching for Comet Pan-STARRS in West Seattle","Sat Mar 09 01:11:14 EST 2013","Science","Westseattleherald.com","174"
"8299","New Kind of Bacteria Discovered in Antarctic Lake by Russian Scientists","Sat Mar 09 01:09:36 EST 2013","Science","Counsel & Heal","45"
"8318","Rats Sniff to Determine Social Hierarchy","Sat Mar 09 01:25:49 EST 2013","Science","Counsel & Heal","13"
"8343","Locusts, well, plague Egypt as Passover nears","Sat Mar 09 02:02:28 EST 2013","Science","Kansas City Star","39"
"8360","S Africa fears 2013 rhino slaughter will break records","Fri Mar 08 05:53:55 EST 2013","Science","BBC News","13"
"8393","Why bees buzz","Sat Mar 09 03:09:32 EST 2013","Science","HeraldNet (blog)","43"
"8468","Florida beaches closed by thousands of sharks","Sat Mar 09 05:39:52 EST 2013","Science","ITN","129"
"8471","Reverse Evolution found in House Dust Mites","Sat Mar 09 05:51:16 EST 2013","Science","French Tribune","9"
"8478","House Dust Mite Study Shows Reverse Evolution Possible","Sat Mar 09 05:45:19 EST 2013","Science","Nature World News","9"
"8531","Comet strikes may have jump-started life on Earth","Sat Mar 09 07:03:27 EST 2013","Science","Fox News","5"
"8557","Comets Provide Rare Double Fly-Over This Year","Sat Mar 09 07:40:22 EST 2013","Science","Latinos Post","175"
"8584","Florida Beaches Closed as Thousands of Sharks Come Close to Coastal Waters","Sat Mar 09 06:29:22 EST 2013","Science","Science World Report","138"
"8603","6 Surprising Facts About Comet Pan-STARRS in Night Sky","Sat Mar 09 08:37:59 EST 2013","Science","Space.com","176"
"8607","Fishermen reel in sharks during migration, bring catches onto beach near crowds","Sat Mar 09 08:40:39 EST 2013","Science","WPTV","139"
"8642","Why Rats Sniff Each Other","Sat Mar 09 09:18:45 EST 2013","Science","LiveScience.com","15"
"8643","'Unclassified Life' Not Found Anywhere Else on Earth Discovered in Antarctic ...","Sat Mar 09 09:17:21 EST 2013","Science","Cleveland Leader","51"
"8660","Researchers: Stonehenge originated as giant graveyard for elite families around ...","Sat Mar 09 09:24:15 EST 2013","Science","Fox News","10"
"8673","Scientists: Earth is warmer today than any time in the past 11300 Years","Sat Mar 09 09:54:50 EST 2013","Science","Science Recorder","81"
"8749","Comet View Possible Just After Sunset in Holly Springs","Sat Mar 09 10:04:29 EST 2013","Science","Patch.com","180"
"8759","Calif. panel rebuffs Navy on more test blasts, sonar","Fri Mar 08 18:25:21 EST 2013","Science","USA TODAY","23"
"8760","Coastal panel rejects Navy's plan to boost underwater blasts","Fri Mar 08 23:06:55 EST 2013","Science","Los Angeles Times","23"
"8764","Once-in-a-Lifetime View of Comet Pan-STARRS - WBOY","Sat Mar 09 11:22:52 EST 2013","Science","TV","180"
"8785","Stonehenge started as huge graveyard, researchers propose","Sat Mar 09 11:43:10 EST 2013","Science","Fox News","11"
"8805","Calif. Regulators Reject Navy Offshore Training","Fri Mar 08 17:38:57 EST 2013","Science","NBC 7 San Diego","-1"
"8806","Comet View Possible Just After Sunset in Woodstock","Sat Mar 09 12:00:15 EST 2013","Science","Patch.com","180"
"8839","Unidentified and unclassified: Russian scientists discover a new form of bacterial ...","Sat Mar 09 12:24:16 EST 2013","Science","The Voice of Russia","54"
"8868","Study Shows Mother Earth Heading Toward Highest Temperatures in Human ...","Sat Mar 09 12:46:22 EST 2013","Science","Indian Country Today Media Network.com","85"
"8882","DNA points to new species of bacteria under Antarctic ice","Sat Mar 09 13:02:43 EST 2013","Science","Geek","55"
"8886","The Sky is Falling!","Sat Mar 09 13:03:44 EST 2013","Science","Santa Barbara Edhat","182"
"8903","Scientists discover unidentified life near South Pole","Sat Mar 09 13:21:16 EST 2013","Science","SlashGear","55"
"8948","California regulators reject US Navy's offshore training","Fri Mar 08 16:01:42 EST 2013","Science","CBC.ca","25"
"8949","6 Surprising Facts About Comet Pan-STARRS","Sat Mar 09 16:18:26 EST 2013","Science","Discovery News","191"
"8950","Spring Breakers Freaked Out As Fishermen Drag Sharks Onto Florida Beach","Sat Mar 09 13:29:52 EST 2013","Science","Business Insider","139"
"8951","SXSW: Elon Musk is trying to reshape three industries","Sat Mar 09 18:04:53 EST 2013","Science","USA TODAY","39"
"8952","Stonehenge builders travelled from far, say researchers","Sat Mar 09 00:45:46 EST 2013","Science","BBC News","21"
"8993","SXSW: Elon Musk discusses hovering rocket, Mars and that NYT review","Sat Mar 09 18:35:21 EST 2013","Science","Los Angeles Times","43"
"8994","Look Up in the Sky South Gate and Lynwood! It's Comet Pan-STARRS","Sat Mar 09 18:42:45 EST 2013","Science","Patch.com","193"
"9021","Stonehenge may have been burial site for Stone Age elite, say archaeologists","Fri Mar 08 19:03:08 EST 2013","Science","The Guardian","21"
"9056","Watch Big Asteroid Buzz Earth This Weekend: 2 Live Webcasts","Fri Mar 08 11:57:53 EST 2013","Science","Space.com","43"
"9125","Elon Musk: Our future in space depends on reusable rockets","Sat Mar 09 20:35:25 EST 2013","Science","CNN","47"
"9136","Coastal Commission rejects Navy's explosive plans off California coast","Sat Mar 09 19:45:42 EST 2013","Science","Malibu Times","26"
"9143","Being Vegan – The Navy Is Wrong On This One","Sat Mar 09 20:51:38 EST 2013","Science","Las Vegas Informer","26"
"9148","Spot Comet PanSTARRS in Twilight","Sat Mar 09 20:53:52 EST 2013","Science","Sky & Telescope","194"
"9168","Stonehenge Began as a Gathering Spot and Burial Area, Says New Research","Sat Mar 09 21:21:41 EST 2013","Science","Latinos Post","23"
"9172","Comet PANSTARRS just peeked its head over our western horizon - remember ...","Sat Mar 09 21:32:33 EST 2013","Science","Voices of Central Pennsylvania","194"
"9223","SpaceX CEO talks Texas 'Space-Port' at SXSW","Sat Mar 09 22:13:49 EST 2013","Science","MyFox Austin","48"
"9255","China May Increase Subsidies for Hybrid Vehicles, Minister Says","Fri Mar 08 14:31:39 EST 2013","Science","Bloomberg","5"
"9304","Don't miss the comet Pan-STARRS","Sat Mar 09 23:45:11 EST 2013","Science","Carroll County Times","206"
"9374","New Type Of Life May Have Been Found In Buried Antarctic Lake","Sun Mar 10 01:12:54 EST 2013","Science","Forbes","58"
"9380","Genetic study of house dust mites demonstrates reversible evolution","Fri Mar 08 06:00:10 EST 2013","Science","Phys.Org","12"
"9397","Have scientists discovered reversible evolution?","Sun Mar 10 01:53:29 EST 2013","Science","Science Recorder","13"
"9433","Comet could offer rare glimpse","Sun Mar 10 03:13:37 EDT 2013","Science","Stockton Record","210"
"9448","This is the year for comet watching","Sun Mar 10 04:20:49 EDT 2013","Science","Tulsa World","15"
"9454","Asteroid 2013 ET Buzzes By Earth During Weekend Replete With Flybys","Sun Mar 10 04:27:34 EDT 2013","Science","Huffington Post","42"
"9464","Rats Sniff Each Other To Assert Dominance, Study Suggests","Sun Mar 10 04:27:34 EDT 2013","Science","Huffington Post","16"
"9520","Comet to be visible in western sky after sunset","Sun Mar 10 04:07:27 EDT 2013","Science","Mid Columbia Tri City Herald","15"
"9527","Newly discovered comet to shine brightest this weekend","Sun Mar 10 06:37:38 EDT 2013","Science","Daily News & Analysis","15"
"9580","People Who Inspire The World's Most Innovative Billionaire","Sun Mar 10 08:10:52 EDT 2013","Science","Business Insider","54"
"9590","Comet PanSTARRS sighting….not","Sun Mar 10 08:19:29 EDT 2013","Science","Fayetteville Observer (blog)","16"
"9614","Comets & Life On Earth: Impacts May Have Jump-Started Biological Evolution","Sun Mar 10 04:47:24 EDT 2013","Science","Huffington Post","6"
"9621","Comet Pan-STARRS Is Closest to Sun Today: See It at Sunset","Sun Mar 10 09:01:08 EDT 2013","Science","Space.com","200"
"9685","What Excellent News: Earth Warmer Than in Most of the Past 11300 Years","Sun Mar 10 13:56:44 EDT 2013","Science","Forbes","96"
"9686","Comet show to light up night skies tonight through next week: How to see it","Sun Mar 10 21:00:09 EDT 2013","Science","San Jose Mercury News","21"
"9687","Fishing for Wildlife Lawsuits","Sun Mar 10 19:02:51 EDT 2013","Science","Wall Street Journal","6"
"9688","Warming Arctic turning greener, finds study","Sun Mar 10 20:10:01 EDT 2013","Science","Economic Times","5"
"9689","THIS WEEK: Comet Pan-STARRS and the Top Hat shine","Sun Mar 10 20:03:16 EDT 2013","Science","Ravalli Republic","10"
"9690","Scientists' amazing Antarctic bacteria blob is only crap from the lab","Sun Mar 10 20:55:04 EDT 2013","Science","msnNOW","65"
"9691","Stonehenge Believed to Have Been an Ancient Burial Ground, 50000 Bones ...","Sun Mar 10 19:46:35 EDT 2013","Science","Nature World News","33"
"9692","Elon Musk says SpaceX is working on reusable rockets","Sun Mar 10 20:27:51 EDT 2013","Science","SlashGear","68"
"9734","Tonight see a comet: Night skies to light up with a comet show tonight through ...","Sun Mar 10 21:00:09 EDT 2013","Science","San Jose Mercury News","21"
"9742","Researchers: Climate change is turning Earth's northern latitudes green","Sun Mar 10 21:20:33 EDT 2013","Science","Science Recorder","6"
"9772","See a comet tonight: Night skies to light up with a comet show through next week","Sun Mar 10 21:00:09 EDT 2013","Science","San Jose Mercury News","20"
"9829","See a 'dirty snowball': Night skies to light up with a comet show through next week","Sun Mar 10 21:00:09 EDT 2013","Science","San Jose Mercury News","20"
"9856","SXSW: A 'Leap' in PC control, more weekend highlights","Sun Mar 10 22:38:41 EDT 2013","Science","USA TODAY","69"
"9948","Comet Posing Beside Crescent Moon in Cool Photo Op","Mon Mar 11 14:34:21 EDT 2013","Science","ABC News","68"
"9949","Shark Trade to Be Regulated to Curb Overfishing","Mon Mar 11 16:24:21 EDT 2013","Science","LiveScience.com","98"
"9950","Lake Vostok Life Discovery Called Into Question, May Have Arisen From ...","Mon Mar 11 15:32:51 EDT 2013","Science","Huffington Post","88"
"9951","The Amazon Rainforest Should Deal With Climate Change Better Than We ...","Mon Mar 11 13:41:36 EDT 2013","Science","Smithsonian (blog)","11"
"9952","Dead Pigs Dumped in Shanghai River","Mon Mar 11 15:34:19 EDT 2013","Science","Wall Street Journal","147"
"9953","Some Resilience Seen in Northern and Tropical Flora in a Warming Climate","Mon Mar 11 15:28:13 EDT 2013","Science","New York Times (blog)","30"
"9954","'Red Tide' Is Killing Florida's Manatees","Mon Mar 11 16:20:17 EDT 2013","Science","LiveScience.com","28"
"9955","SpaceX Autonomous Rocket Makes Milestone Flight","Mon Mar 11 14:53:30 EDT 2013","Science","Wired (blog)","97"
"9956","Meet the Sun's new neighbors","Mon Mar 11 15:59:05 EDT 2013","Science","Ars Technica","7"
"9984","Top US Admiral: Climate Change Biggest Threat","Mon Mar 11 16:37:48 EDT 2013","Science","Huffington Post","11"
"9985","Visible This Month, Comet Pan-STARRS Has Come A Long Way","Mon Mar 11 16:05:15 EDT 2013","Science","Patch.com","68"
"9995","Clear skies expected for comet's Austin-area debut - Austin American","Mon Mar 11 16:39:51 EDT 2013","Science","Statesman","68"
"10011","SpaceX shows impressive Grasshopper rocket demonstration","Mon Mar 11 14:13:57 EDT 2013","Science","SlashGear","97"
"10012","Astronomer discovers closest star system to Sun since 1916","Mon Mar 11 16:42:25 EDT 2013","Science","SlashGear","8"
"10023","Elon Musk and Technology's Role in the Struggle for Work-Life Balance","Mon Mar 11 16:42:13 EDT 2013","Science","BizTech Magazine","98"
"10035","Potential New Antarctica Bacteria Actually Contamination","Mon Mar 11 16:11:03 EDT 2013","Science","LiveScience.com","88"
"10044","Unknown life forms discovered in Antarctic's Lake Vostok?","Mon Mar 11 16:46:40 EDT 2013","Science","Science Recorder","88"
"10052","Red tide causes record number of manatee deaths in Florida","Mon Mar 11 15:50:20 EDT 2013","Science","Florida Today","28"
"10067","Sky offering comet show","Mon Mar 11 16:58:19 EDT 2013","Science","Shelby Star","72"
"10068","Locusts Invade Israel but More of a Tourist Site than a Plague","Mon Mar 11 16:26:45 EDT 2013","Science","The Jewish Press","62"
"10121","SpaceX's Autonomous 'Grasshopper' Rocket Makes Milestone Flight","Mon Mar 11 14:53:30 EDT 2013","Science","Wired (blog)","99"
"10148","Manatee deaths by Red Tide break record","Mon Mar 11 17:03:09 EDT 2013","Science","Tampabay.com","28"
"10162","Climate change affecting growing seasons","Mon Mar 11 17:13:19 EDT 2013","Science","UPI.com","30"
"10221","Red tide kills record number of Florida manatees","Mon Mar 11 17:49:53 EDT 2013","Science","MiamiHerald.com","29"
"10261","Doubt cast on bacterial 'find' in buried Antarctic lake","Mon Mar 11 18:02:39 EDT 2013","Science","CBC.ca","91"
"10283","Work Wear: What They're Wearing at AB Concept","Mon Mar 11 15:34:19 EDT 2013","Science","Wall Street Journal","151"
"10314","Life Found in a Meteorite? Spoiler: No","Mon Mar 11 17:46:52 EDT 2013","Science","Slate Magazine (blog)","7"
"10315","China fishes over 2000 dead pigs from Shanghai river","Mon Mar 11 09:16:29 EDT 2013","Science","BBC News","151"
"10316","Researcher debunks “unidentified” life found in Lake Vostok","Mon Mar 11 18:24:02 EDT 2013","Science","SlashGear","92"
"10332","Curiosity Rover's Recovery Moving Forward","Mon Mar 11 18:34:50 EDT 2013","Science","Jet Propulsion Laboratory","8"
"10333","Thousands of Dead Pigs Found in Chinese River","Mon Mar 11 12:01:31 EDT 2013","Science","New York Times","151"
"10334","Claims Of A Meteorite's Ancient Aquatic Fossils Spark Debate","Mon Mar 11 18:26:52 EDT 2013","Science","NPR (blog)","7"
"10341","New Star System Discovered -- It's Crazy Far But the Third-Closest to Us","Mon Mar 11 18:32:23 EDT 2013","Science","Geekosystem","10"
"10342","Sharks, rays win new trade protections","Mon Mar 11 18:36:23 EDT 2013","Science","Washington Post","97"
"10346","Astrobiologists Find Ancient Fossils in Fireball Fragments","Mon Mar 11 08:05:55 EDT 2013","Science","MIT Technology Review","7"
"10381","UPI NewsTrack Science and Technology News","Mon Mar 11 18:59:50 EDT 2013","Science","UPI.com","31"
"10386","Red tide taking record toll on manatees","Mon Mar 11 18:37:05 EDT 2013","Science","MyFox Tampa Bay","33"
"10461","SpaceX's reusable rocket completes short, controlled flight","Mon Mar 11 19:39:09 EDT 2013","Science","Ars Technica","103"
"10529","Seeing Comet PanSTARRS is tricky for skywatchers, but it's easy online","Mon Mar 11 20:10:40 EDT 2013","Science","NBCNews.com (blog)","82"
"10574","NASA to apply two software patches to Curiosity rover","Mon Mar 11 20:32:44 EDT 2013","Science","SlashGear","10"
"10588","Deadly red tide is killing a record number of manatees","Mon Mar 11 13:19:43 EDT 2013","Science","USA TODAY","34"
"10630","Algae bloom kills record number of manatees","Mon Mar 11 21:10:11 EDT 2013","Science","CNN","35"
"10631","First rapid planet-reader makes unique family portrait","Mon Mar 11 21:00:10 EDT 2013","Science","New Scientist","4"
"10684","New Shark Trade Regulations Hope To Prevent Overfishing And Provide ...","Mon Mar 11 21:15:27 EDT 2013","Science","Latinos Post","99"
"10787","First Reconnaissance Of An Exoplanetary System","Mon Mar 11 14:13:58 EDT 2013","Science","Scientific American (blog)","4"
"10799","Tips offered for best look at comet visible this week","Mon Mar 11 22:54:20 EDT 2013","Science","Erwin Record","88"
"10851","SpaceX Grasshopper Makes Record-Breaking Hop","Mon Mar 11 23:29:30 EDT 2013","Science","Discovery News","27"
"10859","Red tide will lead to record die-off of Florida manatees, according to officials","Mon Mar 11 23:33:32 EDT 2013","Science","Science Recorder","37"
"10899","SpaceX Grasshopper Makes Record Hop","Mon Mar 11 23:29:30 EDT 2013","Science","Discovery News","27"
"10909","Mars Rover 'Curiosity' Doing Better After Computer Trouble","Mon Mar 11 23:58:47 EDT 2013","Science","Latinos Post","11"
"10925","'Bizarre Bacteria' in Lake Vostok Study Likely a Contaminant","Tue Mar 12 00:08:33 EDT 2013","Science","Astrobiology Magazine","94"
"10940","Catch a glimpse of comet tonight","Tue Mar 12 00:18:16 EDT 2013","Science","Tbo.com","89"
"10972","Mysterious bacterium found in Antarctic lake","Tue Mar 12 00:33:27 EDT 2013","Science","Newsday","95"
"10977","Japan quake 'heard at edge of space'","Sun Mar 10 07:21:31 EDT 2013","Science","BBC News","16"
"11011","See first of four comets tonight","Tue Mar 12 01:03:46 EDT 2013","Science","Tyler Morning Telegraph","92"
"11031","SpaceX's Grasshopper breaks records as it hovers above the desert [Video]","Tue Mar 12 01:14:20 EDT 2013","Science","Science Recorder","28"
"11073","Pan-STARRS comet can be seen by naked eye this week","Tue Mar 12 01:48:09 EDT 2013","Science","Florida Today","93"
"11086","Elon Musk's 'Grasshopper' hover rocket scores another test success","Tue Mar 12 02:03:33 EDT 2013","Science","Register","30"
"11090","Third closest star system to Sun discovered","Tue Mar 12 02:06:56 EDT 2013","Science","Zee News","11"
"11105","Astronomers Conduct 'Reconnaissance' Of Another Solar System","Tue Mar 12 02:25:52 EDT 2013","Science","Forbes","5"
"11124","Space Algae Invasion? Probably Not","Tue Mar 12 02:41:31 EDT 2013","Science","Discovery News","11"
"11141","Young moon and comet low in west after sunset March 12","Tue Mar 12 03:07:54 EDT 2013","Science","EarthSky (blog)","95"
"11158","Team that Helped 'Curiosity' Blast Off Honored At Capitol","Tue Mar 12 03:13:20 EDT 2013","Science","KIONrightnow.com","13"
"11181","'Historic' day for shark protection","Mon Mar 11 07:20:02 EDT 2013","Science","BBC News","104"
"11182","Check out western horizon to see Pan-STARRS comet this week","Tue Mar 12 03:28:14 EDT 2013","Science","Arizona Daily Star","95"
"11190","Are Tropical Forests Immune To Global Warming?","Tue Mar 12 03:43:37 EDT 2013","Science","Lifehacker Australia","13"
"11202","Grasshopper spacecraft makes record hop","Tue Mar 12 03:55:50 EDT 2013","Science","TG Daily","30"
"11241","Pan-STARRS Comet Viewing Location March 2013","Tue Mar 12 03:46:58 EDT 2013","Science","Brevard Times","97"
"11260","China's leaders promise cleaner environment but face economic, political ...","Tue Mar 12 04:12:10 EDT 2013","Science","Fox News","9"
"11285","Mars Rover Mining – an Engineering Feat","Tue Mar 12 05:08:07 EDT 2013","Science","Design News","15"
"11286","Lowry Park Zoo on front line of battle to save manatees from red tide","Tue Mar 12 05:08:28 EDT 2013","Science","Tbo.com","38"
"11292","Curiosity rover drilled into flat Martian rock; NASA to reveal what's inside on ...","Tue Mar 12 05:11:27 EDT 2013","Science","Washington Post","15"
"11330","No Species Is Safe From Burgeoning Wildlife Trade","Tue Mar 12 05:47:23 EDT 2013","Science","New York Times","104"
"11331","Comet PANSTARRS Visible Throughout March","Tue Mar 12 05:49:48 EDT 2013","Science","Patch.com","96"
"11336","Woonsocket's Best Shots at Viewing Comet PANSTARRS Come Tonight ...","Tue Mar 12 05:47:34 EDT 2013","Science","Patch.com","98"
"11347","NASA to reveal contents of drilled Martian rock","Tue Mar 12 05:23:57 EDT 2013","Science","KMPH Fox 26","17"
"11348","Five shark species win protection","Tue Mar 12 05:55:49 EDT 2013","Science","The Guardian","107"
"11407","Smithfield's Best Shots at Viewing Comet PANSTARRS Come Tonight, Tomorrow","Tue Mar 12 06:32:23 EDT 2013","Science","Patch.com","101"
"11408","Third-closest star system to Sun discovered","Tue Mar 12 06:30:17 EDT 2013","Science","Indian Express","11"
"11458","Comet visible tonight - The State Journal","Tue Mar 12 06:51:07 EDT 2013","Science","Register","105"
"11460","Amazon Rainforest May Beat Climatic Changes","Tue Mar 12 06:11:08 EDT 2013","Science","French Tribune","16"
"11472","Tropical Forests Less Likely to Lose Plant Cover due to Global Warming","Tue Mar 12 05:33:59 EDT 2013","Science","Nature World News","16"
"11496","Red Tide Killing Manatees Concerns Experts","Tue Mar 12 06:54:49 EDT 2013","Science","TopNews Arab Emirates","39"
"11519","Red tide blamed for a record 174 manatee deaths on Florida's Gulf Coast","Tue Mar 12 07:28:29 EDT 2013","Science","Orlando Sentinel","39"
"11526","Comet Pan-STARRS Near the Moon Tonight: How to See It","Tue Mar 12 07:46:14 EDT 2013","Science","Space.com","105"
"11535","New Bacteria in Lake Vostok Actually a Contamination: Reports","Tue Mar 12 07:56:32 EDT 2013","Science","Science World Report","98"
"11549","Astronomers discover third-closest star system","Mon Mar 11 12:06:34 EDT 2013","Science","USA TODAY","12"
"11577","Lunar impacts created seas of molten rock on Moon","Tue Mar 12 07:23:37 EDT 2013","Science","The Hindu","2"
"11578","Researchers discover evidence of rainforest resilience to global warming","Tue Mar 12 08:14:02 EDT 2013","Science","Science Recorder","17"
"11585","Is Mars made of gold? NASA to reveal results of first dig into Red Planet","Tue Mar 12 08:17:03 EDT 2013","Science","Fox News","18"
"11610","Green cheese? Gold? NASA to reveal what Mars is made of","Tue Mar 12 08:17:03 EDT 2013","Science","Fox News","18"
"11676","Grasshopper's latest test reaches 24 stories high","Tue Mar 12 08:59:19 EDT 2013","Science","Spaceflight Now","36"
"11718","Comet Pan-STARRS: Best Chances To View On Tuesday, Wednesday","Tue Mar 12 08:57:35 EDT 2013","Science","Latinos Post","109"
"11719","Climate Change Is Making Canada Look More Like the United States","Tue Mar 12 09:12:46 EDT 2013","Science","The Atlantic Cities","34"
"11725","New protection for endangered trees against rampant logging trade","Tue Mar 12 09:19:44 EDT 2013","Science","The Guardian","119"
"11726","Ideal Pan-Staars comet viewing starts tonight","Tue Mar 12 09:19:08 EDT 2013","Science","SlashGear","109"
"11733","Manatee Deaths From Red Tide: Algae Blamed For Killing 174 Of The ...","Tue Mar 12 08:37:36 EDT 2013","Science","Huffington Post","42"
"11824","State officials say red tide is kiilling manatees","Tue Mar 12 09:50:34 EDT 2013","Science","WWSB ABC 7","44"
"11825","Beijing's bad air days","Mon Mar 11 14:36:06 EDT 2013","Science","Washington Post","10"
"11944","Florida's 'red tide' is killing a record number of manatees","Tue Mar 12 10:40:47 EDT 2013","Science","io9","44"
"12016","Newly-discovered star system is the closest discovered in a century","Tue Mar 12 11:06:03 EDT 2013","Science","Yahoo! News Canada (blog)","14"
"12073","Would You Invest in Elon Musk?","Tue Mar 12 09:59:45 EDT 2013","Science","BostInno (blog)","80"
"12074","Today We Might Find Out If There Was Ever Life On Mars","Tue Mar 12 10:57:22 EDT 2013","Science","Business Insider","23"
"12075","Cites meeting: Ebony beats ivory in conservation stakes","Tue Mar 12 11:23:40 EDT 2013","Science","BBC News","129"
"12093","'Very rare' triple quasar found","Tue Mar 12 08:42:44 EDT 2013","Science","TG Daily","3"
"12106","Curiosity's MYSTERY MARS find: NASA reveals THE TRUTH","Tue Mar 12 11:40:21 EDT 2013","Science","Register","25"
"12128","Florida's 'red tide' is killing manatees in record numbers","Tue Mar 12 11:46:41 EDT 2013","Science","io9","45"
"12134","The Greening of the Arctic","Tue Mar 12 11:40:52 EDT 2013","Science","io9","35"
"12153","Cassini Buzzes Saturn's Frozen Moon Rhea","Tue Mar 12 11:58:05 EDT 2013","Science","Discovery News","5"
"12170","Comet should be visible from Chattanooga ridges","Tue Mar 12 12:04:42 EDT 2013","Science","Nooga.com","112"
"12179","'New' bacteria from Lake Vostok is not actually new (or from Lake Vostok)","Tue Mar 12 12:10:04 EDT 2013","Science","Boing Boing","100"
"12184","Sky Guy: Comet makes a 'close shave' so check it out - Florida Times","Tue Mar 12 12:15:10 EDT 2013","Science","Union","113"
"12213","Watch it live: NASA unveils results of Martian rock analysis","Tue Mar 12 12:23:13 EDT 2013","Science","Los Angeles Times","28"
"12214","NEW: Red tide kills record number of manatees - Sarasota Herald","Tue Mar 12 12:22:51 EDT 2013","Science","Tribune","47"
"12235","Red tide kills record number of manatees - Sarasota Herald","Tue Mar 12 12:32:23 EDT 2013","Science","Tribune","47"
"12269","SpaceX Grasshopper demos take off, hover, and return capabilities","Tue Mar 12 12:40:22 EDT 2013","Science","DVICE","40"
"12270","No mystery life found in Antarctic lake, Russian scientists admit","Mon Mar 11 11:57:40 EDT 2013","Science","Fox News","101"
"12335","Surprisingly Close Star System Discovered","Tue Mar 12 13:01:44 EDT 2013","Science","National Geographic","15"
"12367","Climate change pushes vegetation zones hundreds of miles farther north","Tue Mar 12 13:18:35 EDT 2013","Science","Anchorage Daily News","36"
"12368","Mars rover Curiosity sees key water indicator","Tue Mar 12 13:21:37 EDT 2013","Science","BBC News","35"
"12379","Space Algae Invasion?","Tue Mar 12 13:32:47 EDT 2013","Science","Discovery News","20"
"12384","'Dirty snowball' comet will make appearance tonight","Tue Mar 12 13:25:07 EDT 2013","Science","Science Recorder","118"
"12395","Rare quasar triplet lets astrophysicists glimpse cosmic structure","Tue Mar 12 13:31:28 EDT 2013","Science","Los Angeles Times","4"
"12433","Dolphins With 'Knives or Pistols Fixed to Their Heads' Now Freely Roving the ...","Tue Mar 12 12:58:52 EDT 2013","Science","Betabeat","13"
"12436","Three Ukrainian Killer Attack Dolphins Are On The Loose In The Black Sea","Tue Mar 12 13:40:16 EDT 2013","Science","Business Insider","13"
"12468","Ancient Mars could have supported primitive life, NASA says","Tue Mar 12 14:02:20 EDT 2013","Science","Fox News","50"
"12486","New Book Tackles China and its Environmental Exports","Tue Mar 12 13:30:27 EDT 2013","Science","New York Times (blog)","11"
"12519","Images from Cassini's final targeted flyby of Saturn's Moon Rhea","Tue Mar 12 14:02:02 EDT 2013","Science","Boing Boing","6"
"12533","End is near for huge Herschel infrared telescope","Tue Mar 12 13:09:13 EDT 2013","Science","NBCNews.com (blog)","12"
"12553","Best Shot at Viewing Comet PANSTARRS Come Tonight, Tomorrow","Tue Mar 12 13:58:32 EDT 2013","Science","Patch.com","122"
"12588","Mars Could Have Supported Life, NASA Says","Tue Mar 12 14:37:10 EDT 2013","Science","New York Times","77"
"12620","Life on Mars? Rover shows it could've been possible","Tue Mar 12 14:55:41 EDT 2013","Science","USA TODAY","80"
"12635","3 commando dolphins go AWOL in Crimea","Tue Mar 12 14:49:50 EDT 2013","Science","USA TODAY","18"
"12687","DC Sinkhole: Block Closes In Adams Morgan Neighborhood When Sinkhole ...","Tue Mar 12 14:32:37 EDT 2013","Science","Huffington Post","8"
